Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Wednesday,2022-12-10,23:34:29,Cliente 180,+526176174637,VIP,Semanal,7,No,10,Thursday,2022-06-30,04:24:44,Saturday,2021-09-10,22:13:36,Cancelado,Cliente 495,,Tarjeta de crédito,Online,,Amigo
Wednesday,2020-03-15,13:55:22,Cliente 2,+523505375218,Premium,Mensual,14,No,6,Saturday,2022-09-24,18:17:06,Thursday,2020-08-16,05:35:04,Cancelado,,,Transferencia bancaria,Online,,Google Ads
Thursday,2021-01-14,08:14:28,Cliente 433,+521414659436,Premium,Mensual,14,No,9,Wednesday,2021-12-10,12:36:52,Wednesday,2021-07-23,22:56:04,Cancelado,,,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Friday,2020-01-06,18:39:10,Cliente 67,+525748245893,Premium,Anual,30,No,3,Friday,2021-05-26,11:14:22,Sunday,2022-08-16,09:12:46,Cancelado,,$938.55,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Sunday,2024-12-27,11:23:15,Cliente 299,+522502105074,VIP,Mensual,14,Sí,7,Saturday,2021-05-04,00:39:25,Tuesday,2024-11-09,14:27:51,Cancelado,Cliente 411,$862.21,Transferencia bancaria,Online,,
Monday,2021-12-30,05:31:12,Cliente 193,+527462473100,Básica,Anual,7,No,0,Wednesday,2023-08-13,23:05:38,Tuesday,2020-09-09,16:31:56,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Monday,2022-05-15,05:16:59,Cliente 374,+529944876899,Premium,Semanal,14,Sí,6,Wednesday,2023-04-11,11:12:34,Tuesday,2021-02-19,17:05:14,Activo,,,Transferencia bancaria,Online,,
Thursday,2023-09-28,04:54:38,Cliente 486,+525330431093,Premium,Anual,14,Sí,0,Friday,2022-02-12,18:49:37,Thursday,2023-04-23,08:33:38,Activo,,$268.08,PayPal,Online,,Facebook
Tuesday,2020-08-06,00:23:43,Cliente 39,+525108775389,Premium,Anual,30,Sí,2,Saturday,2020-05-02,04:49:22,Tuesday,2023-03-05,20:17:34,Cancelado,,$245.32,Transferencia bancaria,Tienda física,,
Sunday,2022-07-18,07:56:08,Cliente 260,+522841686953,Básica,Mensual,7,No,9,Sunday,2020-07-28,07:53:45,Tuesday,2024-04-06,11:26:32,Activo,,$201.66,Tarjeta de crédito,Tienda física,,Facebook
Friday,2022-09-21,19:25:00,Cliente 405,+527617341359,Básica,Anual,30,Sí,1,Saturday,2021-06-08,02:59:20,Saturday,2021-09-29,19:57:33,Cancelado,,$335.55,Tarjeta de crédito,Tienda física,,Facebook
Monday,2020-04-20,18:42:53,Cliente 206,+528209542130,VIP,Semanal,14,Sí,0,Monday,2023-04-15,13:40:28,Saturday,2022-07-09,03:21:59,Activo,Cliente 289,$481.60,PayPal,Online,,Amigo
Tuesday,2022-07-20,19:02:25,Cliente 252,+529367417130,VIP,Semanal,7,No,0,Thursday,2022-05-09,16:08:52,Friday,2022-10-24,13:56:20,Inactivo,Cliente 365,,Tarjeta de crédito,Tienda física,Recomendación,
Thursday,2022-09-11,12:45:37,Cliente 484,+523939522509,VIP,Mensual,7,No,6,Thursday,2021-09-19,08:45:59,Sunday,2023-02-20,08:49:18,Inactivo,Cliente 94,,Transferencia bancaria,Tienda física,,Google Ads
Wednesday,2020-12-14,12:47:28,Cliente 262,+525281891728,Premium,Anual,7,Sí,6,Friday,2021-11-26,00:28:34,Friday,2023-07-06,16:37:01,Activo,,,PayPal,Online,Campaña publicitaria,
Sunday,2022-05-02,07:43:07,Cliente 424,+526497101420,VIP,Anual,7,No,9,Wednesday,2020-04-20,07:27:16,Tuesday,2020-04-01,03:50:50,Cancelado,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Friday,2020-12-23,07:07:45,Cliente 487,+521200702143,VIP,Anual,14,Sí,5,Thursday,2020-04-30,10:25:31,Friday,2020-03-28,07:56:01,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Thursday,2021-08-04,14:31:32,Cliente 16,+525840292504,Básica,Mensual,7,Sí,8,Friday,2022-08-13,06:03:45,Wednesday,2020-10-13,03:06:36,Cancelado,Cliente 239,$605.04,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Saturday,2024-03-18,21:49:38,Cliente 459,+526989149866,Premium,Anual,30,No,9,Monday,2024-08-10,05:23:46,Sunday,2020-05-17,23:10:54,Activo,Cliente 338,$678.96,Transferencia bancaria,Online,Recomendación,Amigo
Sunday,2022-10-24,14:37:35,Cliente 4,+523417238934,Básica,Mensual,30,No,7,Friday,2021-11-02,22:07:02,Monday,2020-07-27,11:25:20,Inactivo,Cliente 233,,Transferencia bancaria,Online,,Amigo
Tuesday,2021-05-11,21:38:57,Cliente 3,+526382464862,VIP,Anual,30,No,8,Monday,2024-05-28,23:45:47,Monday,2020-12-04,07:23:47,Cancelado,,,Transferencia bancaria,Tienda física,,Facebook
Wednesday,2021-06-26,12:00:20,Cliente 324,+525209585569,VIP,Mensual,14,Sí,8,Saturday,2024-08-30,03:31:20,Friday,2020-01-11,23:52:42,Inactivo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Thursday,2022-12-30,18:52:54,Cliente 466,+528504596726,Premium,Semanal,30,Sí,4,Sunday,2022-11-05,12:29:55,Sunday,2022-07-31,08:25:28,Cancelado,,,Tarjeta de crédito,Online,Recomendación,
Friday,2023-08-08,14:03:53,Cliente 436,+525633366521,VIP,Semanal,7,Sí,10,Sunday,2023-11-15,12:06:02,Monday,2020-09-10,06:30:50,Inactivo,Cliente 270,$183.11,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Saturday,2024-01-24,05:34:15,Cliente 454,+523521887416,Básica,Semanal,7,No,2,Monday,2022-12-17,15:15:27,Saturday,2022-12-11,19:24:40,Cancelado,,$380.79,Tarjeta de crédito,Tienda física,,Facebook
Thursday,2023-02-14,12:46:58,Cliente 152,+521719994476,Premium,Anual,30,No,4,Monday,2021-07-19,22:04:14,Wednesday,2020-03-30,18:38:47,Inactivo,Cliente 38,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Tuesday,2020-03-14,08:10:11,Cliente 21,+525651944752,VIP,Anual,14,No,9,Sunday,2022-10-14,12:49:50,Friday,2022-08-22,11:34:49,Activo,,$105.60,PayPal,Tienda física,Recomendación,
Saturday,2021-09-05,19:52:59,Cliente 219,+527072574317,Básica,Anual,14,No,6,Friday,2024-03-26,19:32:41,Monday,2024-11-22,19:33:08,Inactivo,,,PayPal,Tienda física,Campaña publicitaria,Facebook
Monday,2022-09-01,08:45:27,Cliente 389,+526615928886,Básica,Mensual,7,Sí,3,Tuesday,2024-07-16,17:53:56,Wednesday,2023-12-24,14:21:39,Inactivo,,$224.21,Transferencia bancaria,Online,,Facebook
Wednesday,2021-05-20,14:10:06,Cliente 492,+528356381740,Básica,Mensual,7,No,10,Thursday,2022-10-22,01:40:26,Wednesday,2022-04-17,08:31:42,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Friday,2020-10-09,10:36:46,Cliente 9,+524471861423,Básica,Mensual,7,No,9,Wednesday,2020-01-24,00:30:28,Saturday,2021-03-15,15:03:09,Activo,,,PayPal,Tienda física,Campaña publicitaria,Google Ads
Saturday,2021-06-06,08:05:23,Cliente 493,+529708114932,VIP,Anual,30,No,0,Friday,2020-03-07,04:15:54,Sunday,2020-12-31,16:21:48,Inactivo,Cliente 130,,Transferencia bancaria,Online,,Facebook
Tuesday,2023-08-08,20:24:54,Cliente 23,+521806170741,Premium,Semanal,14,Sí,9,Saturday,2021-03-01,18:46:00,Wednesday,2024-12-19,05:17:07,Inactivo,Cliente 448,,PayPal,Online,Campaña publicitaria,
Friday,2022-07-23,01:27:56,Cliente 90,+521631428378,VIP,Anual,7,No,1,Sunday,2020-07-23,08:23:34,Saturday,2020-03-03,18:34:36,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Sunday,2022-05-05,15:23:54,Cliente 242,+527610024687,Premium,Anual,7,Sí,2,Friday,2024-05-29,12:46:25,Sunday,2024-11-02,06:23:16,Inactivo,Cliente 147,$100.01,PayPal,Tienda física,Campaña publicitaria,Google Ads
Wednesday,2022-09-27,04:31:40,Cliente 149,+529981025867,Básica,Semanal,7,Sí,6,Wednesday,2023-12-10,08:09:01,Thursday,2021-01-25,02:01:34,Inactivo,Cliente 256,$609.10,PayPal,Tienda física,Campaña publicitaria,Amigo
Thursday,2022-03-27,16:41:31,Cliente 175,+528698490042,VIP,Anual,7,No,1,Friday,2020-05-12,04:46:34,Saturday,2023-08-02,13:01:05,Cancelado,,,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
Sunday,2023-03-12,16:22:43,Cliente 75,+524048733655,VIP,Anual,7,Sí,8,Friday,2020-07-14,15:37:40,Sunday,2024-08-15,15:05:08,Inactivo,Cliente 176,$295.42,Transferencia bancaria,Tienda física,,Facebook
Tuesday,2020-03-10,19:35:57,Cliente 203,+527388133348,VIP,Mensual,30,Sí,8,Wednesday,2023-04-29,18:08:18,Monday,2021-09-02,11:26:04,Activo,,$176.57,Tarjeta de crédito,Online,,Google Ads
Saturday,2020-07-06,02:21:13,Cliente 308,+524278993263,Premium,Mensual,30,Sí,9,Sunday,2022-12-26,00:41:40,Monday,2024-10-13,11:06:25,Inactivo,Cliente 130,$498.84,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Sunday,2022-01-06,08:07:36,Cliente 379,+524589607939,VIP,Anual,14,No,4,Sunday,2020-06-21,00:13:27,Wednesday,2021-09-15,05:16:52,Cancelado,Cliente 399,$801.42,Transferencia bancaria,Tienda física,Recomendación,
Tuesday,2020-01-18,08:42:46,Cliente 81,+524529880342,VIP,Mensual,30,No,3,Tuesday,2021-01-20,16:32:04,Tuesday,2021-08-02,14:13:17,Cancelado,,,Tarjeta de crédito,Online,,Google Ads
Saturday,2023-05-08,19:31:28,Cliente 225,+527830137782,VIP,Anual,7,Sí,1,Saturday,2024-03-24,20:35:39,Monday,2021-05-20,20:37:24,Cancelado,Cliente 478,$931.70,PayPal,Tienda física,,Google Ads
Monday,2021-02-01,10:02:18,Cliente 494,+521507151147,Básica,Anual,7,Sí,2,Sunday,2022-04-04,15:02:11,Thursday,2023-09-28,10:32:05,Inactivo,Cliente 234,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Sunday,2022-02-11,06:26:04,Cliente 131,+528573130716,VIP,Mensual,14,No,0,Saturday,2024-02-25,06:05:55,Monday,2020-04-07,18:16:16,Cancelado,Cliente 220,,PayPal,Tienda física,Campaña publicitaria,
Wednesday,2020-03-19,10:17:23,Cliente 32,+521489055338,Premium,Mensual,14,No,9,Monday,2022-05-05,11:10:13,Sunday,2024-10-08,11:59:09,Inactivo,,,Tarjeta de crédito,Online,Campaña publicitaria,Facebook
Wednesday,2020-03-18,12:58:40,Cliente 236,+521537853266,Premium,Anual,14,Sí,8,Sunday,2020-04-03,19:44:55,Saturday,2020-05-16,21:05:43,Cancelado,,,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Saturday,2024-12-03,09:32:25,Cliente 33,+529787172906,Básica,Semanal,30,No,10,Tuesday,2024-11-23,12:15:02,Friday,2020-08-18,22:50:08,Cancelado,,,Tarjeta de crédito,Online,,Facebook
Thursday,2022-07-27,23:14:48,Cliente 345,+528422795841,Básica,Anual,7,No,0,Saturday,2023-09-30,22:31:39,Thursday,2023-03-27,06:48:55,Inactivo,,,PayPal,Online,Recomendación,
Tuesday,2024-12-29,20:35:30,Cliente 288,+526015312379,Premium,Semanal,14,Sí,8,Tuesday,2021-03-02,17:56:53,Sunday,2020-12-25,21:14:41,Cancelado,Cliente 435,$106.81,PayPal,Online,,Google Ads
Thursday,2023-07-07,18:16:11,Cliente 394,+523525906179,Básica,Anual,14,Sí,3,Friday,2023-11-20,13:44:09,Wednesday,2024-12-28,13:06:52,Cancelado,,,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Monday,2020-06-16,09:17:27,Cliente 120,+521735954389,VIP,Anual,30,Sí,9,Monday,2024-06-07,18:04:27,Monday,2023-05-31,13:12:27,Cancelado,Cliente 203,$604.25,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Thursday,2021-01-15,22:43:09,Cliente 453,+521825811629,VIP,Anual,30,Sí,4,Saturday,2022-05-28,23:28:07,Sunday,2022-12-23,10:24:27,Inactivo,,,Transferencia bancaria,Online,,
Saturday,2020-08-26,21:00:18,Cliente 416,+521924593190,Premium,Semanal,14,Sí,6,Tuesday,2024-11-25,14:47:23,Saturday,2024-06-28,10:13:41,Activo,Cliente 66,$607.72,Tarjeta de crédito,Tienda física,,Amigo
Friday,2023-03-04,22:37:09,Cliente 114,+524856989737,Premium,Mensual,7,No,5,Wednesday,2021-08-27,16:06:58,Wednesday,2021-10-16,16:13:58,Inactivo,,$235.41,PayPal,Tienda física,Campaña publicitaria,
Monday,2020-11-04,15:54:47,Cliente 393,+524467378228,VIP,Mensual,7,No,0,Friday,2022-06-18,01:13:45,Wednesday,2022-02-24,18:00:48,Activo,,,Transferencia bancaria,Online,Recomendación,
Saturday,2021-02-25,13:16:10,Cliente 78,+524354522494,Premium,Mensual,30,No,1,Thursday,2022-08-23,13:23:17,Sunday,2024-04-15,02:42:00,Cancelado,,$103.87,PayPal,Tienda física,,
Wednesday,2021-11-24,16:05:57,Cliente 88,+525613228713,Premium,Mensual,14,Sí,7,Monday,2020-04-28,18:22:52,Thursday,2020-01-22,16:46:10,Cancelado,Cliente 409,$396.33,Tarjeta de crédito,Tienda física,,Amigo
Friday,2020-07-14,11:00:29,Cliente 204,+526084708720,Premium,Mensual,30,No,10,Tuesday,2020-08-03,02:39:55,Wednesday,2021-06-21,20:24:43,Cancelado,Cliente 123,,Tarjeta de crédito,Online,Recomendación,Amigo
Sunday,2022-08-24,16:23:57,Cliente 70,+526992460474,Premium,Anual,7,No,7,Monday,2021-02-21,13:15:03,Thursday,2020-03-09,07:02:08,Cancelado,Cliente 133,$641.85,Tarjeta de crédito,Online,Campaña publicitaria,
Friday,2022-10-23,10:00:52,Cliente 399,+524802474253,Premium,Mensual,30,Sí,5,Sunday,2024-03-01,02:59:29,Tuesday,2023-05-23,16:01:20,Inactivo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2022-11-10,17:05:27,Cliente 30,+522166005529,Premium,Mensual,7,No,10,Saturday,2022-06-14,19:16:40,Monday,2022-01-30,22:27:50,Cancelado,,,Transferencia bancaria,Tienda física,,Amigo
Wednesday,2020-06-04,01:13:43,Cliente 268,+523873845232,Premium,Semanal,30,No,0,Sunday,2022-05-06,04:36:14,Saturday,2022-05-30,04:22:00,Cancelado,Cliente 307,$461.62,PayPal,Tienda física,Recomendación,Facebook
Tuesday,2022-02-04,10:54:00,Cliente 46,+527892340218,Premium,Anual,7,Sí,5,Friday,2021-04-23,00:55:31,Monday,2022-03-28,05:23:06,Activo,,,Tarjeta de crédito,Online,,Facebook
Thursday,2023-01-14,22:32:53,Cliente 389,+528540271233,VIP,Anual,14,No,2,Sunday,2020-08-29,04:18:49,Wednesday,2022-04-06,15:28:22,Cancelado,,$952.81,PayPal,Tienda física,Campaña publicitaria,Facebook
Tuesday,2020-12-30,20:25:53,Cliente 88,+525388363014,Premium,Anual,14,Sí,7,Wednesday,2021-10-29,00:00:32,Sunday,2022-12-28,09:43:26,Inactivo,Cliente 48,,Transferencia bancaria,Tienda física,,
Saturday,2021-07-09,10:38:40,Cliente 81,+527961649030,Básica,Anual,7,No,7,Sunday,2024-12-04,06:54:47,Monday,2022-12-27,00:08:08,Inactivo,,$138.67,Transferencia bancaria,Online,,Facebook
Tuesday,2022-02-28,20:25:10,Cliente 406,+521854240782,Premium,Semanal,14,Sí,0,Wednesday,2021-04-24,04:13:26,Thursday,2022-05-04,17:20:08,Inactivo,,,Tarjeta de crédito,Online,,Amigo
Friday,2020-04-02,18:13:17,Cliente 84,+524144285638,Básica,Semanal,30,No,0,Saturday,2023-12-12,03:18:38,Monday,2022-03-02,00:01:29,Activo,Cliente 159,,PayPal,Online,Campaña publicitaria,
Sunday,2024-03-16,09:31:51,Cliente 25,+523684317274,VIP,Semanal,14,No,4,Friday,2023-01-06,04:14:48,Tuesday,2022-01-16,09:47:37,Inactivo,Cliente 12,,PayPal,Online,Campaña publicitaria,Facebook
Tuesday,2022-11-09,09:22:13,Cliente 498,+525505683328,Básica,Mensual,14,No,1,Monday,2020-05-08,12:53:50,Saturday,2023-07-29,22:49:32,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Wednesday,2022-07-15,19:35:09,Cliente 365,+528739473129,Básica,Mensual,14,Sí,3,Tuesday,2023-02-16,08:51:56,Monday,2024-08-24,21:06:19,Inactivo,Cliente 117,,Transferencia bancaria,Tienda física,Campaña publicitaria,Amigo
Sunday,2021-09-17,20:45:26,Cliente 438,+527100692932,Premium,Semanal,7,Sí,7,Friday,2021-06-22,10:08:05,Tuesday,2022-01-15,15:32:15,Inactivo,Cliente 463,,PayPal,Online,Campaña publicitaria,
Thursday,2024-09-28,22:32:45,Cliente 184,+526695539473,VIP,Semanal,7,Sí,0,Thursday,2020-02-04,20:47:21,Friday,2020-11-24,06:19:00,Cancelado,Cliente 407,$322.88,PayPal,Tienda física,,Amigo
Wednesday,2021-03-30,12:59:05,Cliente 487,+522830030734,VIP,Semanal,7,Sí,5,Saturday,2024-05-14,05:00:46,Tuesday,2021-03-10,22:18:39,Inactivo,,$247.85,PayPal,Online,,
Monday,2023-06-30,09:43:53,Cliente 97,+525434791790,Básica,Semanal,30,Sí,5,Saturday,2024-06-15,03:37:03,Thursday,2020-12-07,03:28:35,Cancelado,,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Friday,2022-09-07,03:21:02,Cliente 229,+523140155099,Premium,Anual,30,No,5,Saturday,2023-08-18,09:03:19,Wednesday,2021-06-24,14:53:44,Cancelado,,$821.19,Transferencia bancaria,Online,,Google Ads
Thursday,2021-07-24,11:46:19,Cliente 407,+529786765870,VIP,Anual,7,No,5,Friday,2021-08-21,14:32:25,Saturday,2020-08-23,04:27:23,Inactivo,Cliente 378,$885.73,PayPal,Online,,Google Ads
Wednesday,2021-03-26,18:37:26,Cliente 447,+521515179654,Premium,Mensual,14,No,3,Saturday,2021-09-14,09:20:35,Tuesday,2022-02-19,18:43:17,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Saturday,2021-06-04,21:18:11,Cliente 311,+523460259137,Básica,Mensual,30,No,3,Friday,2024-10-08,02:20:54,Sunday,2022-08-14,02:41:00,Inactivo,Cliente 437,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Friday,2022-05-29,15:47:00,Cliente 136,+521636972894,Básica,Semanal,14,No,3,Friday,2023-05-07,02:24:24,Thursday,2024-01-03,18:02:52,Activo,Cliente 468,$255.24,PayPal,Online,Campaña publicitaria,Google Ads
Sunday,2024-09-15,23:31:52,Cliente 111,+522106345119,Premium,Mensual,14,No,10,Saturday,2024-06-27,09:08:10,Wednesday,2020-05-20,10:25:52,Activo,Cliente 35,,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Monday,2023-06-06,09:27:44,Cliente 214,+522967585552,Premium,Mensual,7,Sí,4,Monday,2021-05-25,00:10:42,Saturday,2022-11-16,06:49:17,Activo,,,PayPal,Online,,
Monday,2020-03-17,18:55:01,Cliente 18,+523942108433,Premium,Anual,14,Sí,9,Saturday,2020-12-29,00:52:32,Saturday,2024-08-24,09:08:03,Cancelado,,$439.35,Tarjeta de crédito,Tienda física,,Amigo
Tuesday,2021-05-17,09:50:49,Cliente 116,+527819325495,Básica,Mensual,14,No,2,Saturday,2020-12-09,20:12:20,Wednesday,2021-03-13,00:52:29,Activo,,,PayPal,Online,Recomendación,Google Ads
Friday,2023-06-26,22:02:57,Cliente 180,+522147908039,Premium,Anual,14,Sí,4,Friday,2023-03-31,23:38:06,Saturday,2020-06-29,06:59:19,Inactivo,Cliente 171,,PayPal,Online,Recomendación,Amigo
Wednesday,2021-11-10,02:08:50,Cliente 315,+523948014939,Básica,Semanal,30,Sí,2,Monday,2022-06-01,01:18:41,Thursday,2023-12-17,22:33:40,Inactivo,Cliente 372,$662.59,Tarjeta de crédito,Tienda física,,Facebook
Thursday,2023-04-22,04:45:08,Cliente 168,+521487413484,Básica,Semanal,14,No,10,Thursday,2020-03-02,03:00:49,Saturday,2020-03-27,10:37:15,Activo,Cliente 357,,PayPal,Tienda física,,
Wednesday,2020-06-14,17:14:39,Cliente 9,+529189217046,Premium,Anual,30,No,2,Wednesday,2023-07-22,15:23:22,Thursday,2021-12-06,18:58:55,Activo,,,Transferencia bancaria,Tienda física,,Google Ads
Friday,2022-07-15,11:36:37,Cliente 291,+521820092981,Básica,Anual,7,Sí,6,Wednesday,2021-09-17,19:29:03,Sunday,2022-11-28,17:07:08,Activo,,$598.48,Transferencia bancaria,Tienda física,Campaña publicitaria,Amigo
Monday,2024-07-28,21:21:14,Cliente 272,+526662702613,VIP,Anual,30,Sí,5,Saturday,2023-01-20,06:34:26,Tuesday,2022-10-16,22:57:46,Activo,Cliente 40,,Transferencia bancaria,Online,Campaña publicitaria,
Monday,2022-09-26,01:50:42,Cliente 32,+525371555637,Básica,Semanal,7,No,10,Monday,2020-08-28,22:10:16,Tuesday,2020-08-31,07:38:34,Activo,,,PayPal,Tienda física,Campaña publicitaria,
Saturday,2023-09-19,16:21:28,Cliente 380,+523868577399,Premium,Anual,7,No,0,Monday,2024-06-16,10:38:55,Monday,2021-11-29,01:12:31,Inactivo,,$129.44,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Thursday,2023-11-27,03:39:55,Cliente 301,+522066602096,Premium,Semanal,14,No,5,Sunday,2020-06-09,20:49:37,Tuesday,2023-09-02,21:39:28,Inactivo,Cliente 314,,PayPal,Tienda física,Campaña publicitaria,Amigo
Tuesday,2020-06-22,12:35:56,Cliente 419,+527934812503,Premium,Anual,14,Sí,9,Thursday,2020-08-24,20:38:11,Monday,2022-06-02,08:48:06,Inactivo,Cliente 43,$476.48,Transferencia bancaria,Online,Campaña publicitaria,Google Ads
Sunday,2022-04-20,08:06:39,Cliente 89,+528893095424,Premium,Semanal,7,No,8,Sunday,2024-11-29,16:34:18,Wednesday,2021-05-28,12:49:52,Inactivo,Cliente 459,,PayPal,Online,,Amigo
Wednesday,2020-05-31,10:27:41,Cliente 455,+521199603494,Básica,Anual,7,Sí,7,Monday,2021-06-16,00:13:29,Saturday,2021-12-26,02:32:15,Activo,Cliente 69,,PayPal,Online,,Amigo
Monday,2021-02-04,12:36:12,Cliente 98,+523472967782,Premium,Semanal,14,Sí,0,Friday,2020-06-06,09:01:17,Friday,2023-02-15,03:08:07,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Friday,2023-01-11,10:34:08,Cliente 455,+529337423201,Básica,Semanal,7,No,0,Saturday,2022-03-01,03:58:05,Thursday,2024-01-01,01:32:53,Activo,,$194.05,Transferencia bancaria,Online,,
Saturday,2023-02-11,21:44:42,Cliente 72,+524630254111,Premium,Semanal,30,Sí,10,Saturday,2022-01-11,06:20:44,Wednesday,2020-01-03,14:21:31,Activo,Cliente 22,$116.99,Transferencia bancaria,Online,,
Monday,2020-09-03,04:24:33,Cliente 88,+521432461669,Básica,Mensual,30,No,7,Saturday,2020-08-25,10:43:12,Monday,2021-09-16,10:49:05,Cancelado,,,PayPal,Tienda física,Recomendación,Google Ads
Thursday,2020-08-14,16:42:59,Cliente 389,+521623798133,Básica,Anual,14,No,4,Tuesday,2022-06-26,01:40:09,Saturday,2024-01-10,06:42:36,Activo,Cliente 396,,PayPal,Tienda física,Campaña publicitaria,
Thursday,2021-06-30,11:55:36,Cliente 165,+521646620245,Premium,Anual,14,No,10,Sunday,2024-06-17,15:22:32,Monday,2022-06-08,01:02:37,Cancelado,,,Transferencia bancaria,Online,Recomendación,
Friday,2021-03-18,16:11:02,Cliente 236,+525097659558,VIP,Mensual,7,Sí,8,Saturday,2020-05-03,03:27:10,Tuesday,2020-06-07,20:08:24,Activo,Cliente 459,$181.56,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Saturday,2021-09-19,15:09:28,Cliente 295,+523114899678,Premium,Semanal,30,No,7,Monday,2022-02-15,12:24:15,Tuesday,2023-07-04,18:49:27,Cancelado,,$375.88,PayPal,Tienda física,,Google Ads
Wednesday,2023-03-05,10:00:12,Cliente 268,+529006792785,Premium,Semanal,7,No,7,Thursday,2022-06-10,23:49:27,Sunday,2022-03-08,16:55:34,Activo,,,PayPal,Online,Campaña publicitaria,
Friday,2021-10-01,21:40:01,Cliente 258,+522258620376,Premium,Anual,14,Sí,1,Sunday,2024-08-18,14:11:34,Thursday,2024-05-06,20:17:29,Inactivo,,,Transferencia bancaria,Tienda física,,Amigo
Thursday,2022-09-11,23:12:23,Cliente 492,+526421212655,VIP,Mensual,7,Sí,8,Sunday,2022-03-18,19:42:29,Thursday,2023-04-17,01:27:11,Cancelado,Cliente 379,$419.01,PayPal,Tienda física,Campaña publicitaria,Amigo
Wednesday,2023-08-02,13:39:43,Cliente 468,+525252222815,Premium,Mensual,7,Sí,1,Saturday,2021-12-30,17:33:15,Wednesday,2020-11-09,13:40:38,Cancelado,,,PayPal,Tienda física,Recomendación,Google Ads
Saturday,2020-10-31,01:42:44,Cliente 182,+529730415577,Premium,Anual,14,Sí,8,Wednesday,2024-01-07,19:43:19,Thursday,2021-11-26,17:02:06,Inactivo,,$416.85,Tarjeta de crédito,Tienda física,,Google Ads
Thursday,2022-04-07,20:35:20,Cliente 398,+529812008412,Premium,Anual,7,No,0,Thursday,2021-10-16,00:37:36,Saturday,2021-10-25,19:08:22,Activo,,,Transferencia bancaria,Online,Recomendación,
